company,total_sites,inspected,inspector_problem,silt,inlet,gravel,veg,general,enforced,problem_no_enforcement
METRO D CONSTRUCTION LLC,2,2,1,1,1,1,1,1,1,0
MILL CREEK ALABAMA LLC,2,1,1,0,0,0,0,1,0,1
MOODY GOVERNMENT UTILITY SERVICES CORP,2,1,0,0,0,0,0,0,0,0
NATIONAL BANK OF COMMERCE,2,2,1,0,0,0,0,1,1,0
NEW CASTLE DEVELOPMENT INC,2,2,2,0,2,0,1,2,1,1
NEW FLYER OF AMERICA,2,1,1,0,0,0,0,1,0,1
NEWGROUND,2,2,1,0,0,0,0,1,1,1
NOWLIN DEVELOPMENT CO INC,2,2,2,0,0,0,0,2,0,2
NUCOR CORPORATION,2,1,1,0,0,0,0,1,0,1
OLD ROW AT CLOVERDALE LLC,2,1,1,1,0,0,1,1,0,1
PARKSIDE AT COTTAGE HILL LLC,2,2,2,0,0,1,1,1,0,2
PATTILLO CONSTRUCTION CORPORATION,2,1,1,0,1,1,1,1,1,0
PEARSON AND WRIGHT LLC,2,2,2,1,0,0,0,2,2,0
PHIL CAMPBELL TOWN OF,2,0,0,0,0,0,0,0,0,0
POPE JOHN PAUL II CATHOLIC SCHOOL,2,1,1,0,0,0,0,1,1,0
PORT OF MOBILE CONTAINER TERMINAL,2,1,0,0,0,0,0,0,1,0
REINHARDT MOTORS INC,2,1,0,0,0,0,0,0,0,0
RL REGI ALABAMA LLC,2,1,1,0,0,0,0,1,0,1
ROBINSON PAVING COMPANY INC,2,0,0,0,0,0,0,0,0,0
ROD COOKE CONSTRUCTION INC,2,2,2,1,0,0,1,2,0,2
SAIIA CONSTRUCTION COMPANY LLC,2,0,0,0,0,0,0,0,0,0
SAMS CONSTRUCTION SERVICE LLC,2,1,1,1,1,0,1,0,1,0
SAUGAHATCHEE COUNTRY CLUB,2,0,0,0,0,0,0,0,0,0
SCA INC,2,1,0,0,0,0,0,0,0,0
SIMCO CONSTRUCTION INC,2,2,1,0,0,0,0,1,1,1
SNOWDEN PLACE LLC,2,2,0,0,0,0,0,0,0,0
SRT INC,2,1,1,0,0,0,0,1,1,0
SSK ASSETT MANAGEMENT LLC,2,2,1,0,0,0,0,1,1,1
ST MICHAELS CATHOLIC CHURCH,2,2,2,0,0,0,0,2,0,2
STARTLEY GENERAL CONTRACTORS INC,2,0,0,0,0,0,0,0,0,0
STEWART PERRY COMPANY THE,2,0,0,0,0,0,0,0,0,0
SWEETWATER CONSTRUCTION LLC,2,2,1,0,0,0,0,1,0,1
TEMPLE BAPTIST CHURCH,2,1,0,0,0,0,0,0,0,0
TERRAPRO LLC,2,1,1,0,0,0,0,1,0,1
THOMLAC LLC,2,2,1,0,0,0,0,1,0,1
TOMMY BEASLEY CONSTRUCTION CO INC,2,1,1,0,0,0,0,1,0,1
WALKER CONSTRUCTION AND CONSULTING SERVICES LLC,2,2,1,1,0,1,0,1,0,1
WILLI BRITE,2,2,1,0,0,0,0,1,0,1
WILLIAM D CORNELIUS,2,2,2,0,0,0,0,2,1,1
XAVIER D HARRIS,2,2,2,1,0,0,0,2,1,1
2502 GREENSBORO AVENUE LLC,2,1,1,0,0,0,0,1,1,0
AHEARN CONSTRUCTION,2,1,1,1,0,0,0,0,1,0
AMERICAN CONTRACTOR AND TECHNOLOGY INC,2,1,0,0,0,0,0,0,0,0
ARGO BUILDING COMPANY INC,2,2,1,0,1,0,1,1,1,0
ASCEND PERFORMANCE MATERIALS OPERATIONS,2,0,0,0,0,0,0,0,0,0
AUTO ELECTRONIC AMERICA CORPORATION,2,0,0,0,0,0,0,0,0,0
BALDWIN COUNTY SEWER SERVICES LLC,2,1,1,1,0,0,1,1,0,1
BIBB COUNTY HEALTH CARE AUTHORITY,2,1,1,0,0,0,0,1,0,1
BIC SCC JV,2,0,0,0,0,0,0,0,0,0
BILLY BOYD REALTY AND CONSTRUCTION INC,2,2,2,1,1,0,2,2,2,0
BLAKE SOUTHERN HOMES,2,1,1,0,0,0,0,1,0,1
BLALOCK BUILDING COMPANY,2,0,0,0,0,0,0,0,0,0
BRETT REAL ESTATE ROBINSON DEVELOPMENT CO INC,2,2,2,2,0,2,0,2,2,0
BUILDER SYSTEM LLC,2,2,2,0,0,0,0,2,1,1
BUILDING CONSTRUCTION ASSOCIATES INC,2,2,1,0,0,0,0,1,0,1
BURTON BUILDERS INC,2,0,0,0,0,0,0,0,0,0
CALHOUN COMMUNITY COLLEGE,2,1,1,0,0,0,0,1,0,1
CALVARY BAPTIST CHURCH,2,2,1,0,0,0,0,1,1,0
CHURCH OF HIS PRESENCE INC,2,2,2,1,0,0,0,1,0,2
CLIFF GRINNELL,2,0,0,0,0,0,0,0,0,0
COMPLETE CONSTRUCTION LLC,2,2,1,0,0,0,0,1,1,0
CORRIDOR CLEAN FUELS LLC,2,1,1,0,0,0,0,1,1,0
COVENANT CLASSICAL SCHOOLS,2,2,2,1,1,0,2,0,1,1
D2 DEVELOPMENT LLC,2,2,2,0,0,0,1,2,1,1
DUNN BUILDINGS LLC,2,1,1,0,0,0,0,1,0,1
DUNN CONSTRUCTION CO INC,2,0,0,0,0,0,0,0,0,0
DUNN REAL ESTATE LLC,2,1,1,0,0,0,0,1,0,1
EMBASSY HOME LLC,2,2,2,2,2,0,2,2,2,0
EMILY SMITH,2,2,1,0,0,0,0,1,1,1
EXIT 100 INC,2,2,2,2,2,0,2,1,2,0
FIRST SOUTHERN BANK,2,1,1,0,0,0,0,1,0,1
FIRST US BANK,2,2,1,0,0,0,0,1,0,1
FOLEY SQUARE LLC,2,2,2,1,1,1,1,1,0,2
FORWOOD INVESTMENTS LLC,2,1,0,0,0,0,0,0,0,0
FRONT ROW HUNTSVILLE OWNER LLC,2,2,1,0,0,0,0,1,0,1
GLOBAL AVIATION SOLUTIONS,2,1,0,0,0,0,0,0,0,0
GOLDEN CONSTRUCTION LLC,2,1,1,1,1,1,1,1,0,1
GREENE COUNTY BOARD OF EDUCATION,2,0,0,0,0,0,0,0,0,0
GREENE COUNTY COMMISSION,2,0,0,0,0,0,0,0,0,0
GREGORY CONSTRUCTION SERVICES INC,2,1,1,0,0,0,0,1,0,1
GWENDOLYN GILLEY CONSRTUCTION LLC,2,2,1,1,0,1,1,0,2,0
HALLIE BROWN BUILDERS LLC,2,2,1,0,0,0,0,1,1,0
HHA WORKFORCE HOUSING LLC,2,2,1,0,0,0,0,1,1,1
HIGHLANDS MEDICAL CENTER,2,2,2,0,0,0,0,2,1,1
HILEY MAZDA OF HUNTSVILLE,2,2,0,0,0,0,0,0,1,0
HUGHES PLUMBING AND UTILITY CONTRACTORS INC,2,1,0,0,0,0,0,0,0,0
JACKSON CO FORCE MAIN EXT,2,1,1,0,0,0,0,1,0,1
JERONE JACKSON,2,2,0,0,0,0,0,0,1,0
JOHN LUCAS INC,2,2,1,0,0,0,0,1,2,0
JWE PROPERTIES LLC,2,2,2,1,0,0,0,2,1,1
KD FINECHEM USA INC,2,1,0,0,0,0,0,0,0,0
KRONOCHEM USA LLC,2,1,1,1,0,0,1,0,1,0
L AND K CONTRACTING COMPANY INC,2,0,0,0,0,0,0,0,0,0
MAX FOOTE CONSTRUCTION CO LLC,2,2,2,0,0,0,0,2,0,2
MCCULLOUGH OIL COMPANY INC,2,1,1,0,1,0,1,1,0,1
MCFARLAND HOMES LLC,2,2,2,2,1,1,2,1,1,1
MILLERVILLE WATER AUTHORITY,2,0,0,0,0,0,0,0,0,0
MITCHELL INDUSTRIAL CONTRACTORS INC,2,2,2,0,0,0,1,2,1,1
MOBILE ABRASIVES INC,2,1,1,0,0,0,0,1,0,1
MONROEVILLE CITY OF,2,1,0,0,0,0,0,0,0,0
MOODY CITY OF,2,1,1,0,0,0,0,1,0,1
MOORE OIL COMPANY INC,2,1,1,1,0,0,1,0,1,0
MYER MARINE SERVICES LLC,2,1,1,0,0,0,0,1,0,1
NORTHBROOK OPELIKA LLC,2,1,1,1,1,1,1,1,1,0
NTI INVESTMENTS LLC,2,2,2,0,0,0,0,2,0,2
PERRY COUNTY AIRPORT AUTHORITY,2,0,0,0,0,0,0,0,0,0
PINNACLE FINANCIAL PARTNERS LLC,2,2,2,0,0,0,0,2,0,2
PLANTATION PIPE LINE COMPANY,2,0,0,0,0,0,0,0,0,0
PROJECT BUILDERS INC,2,1,1,0,0,0,0,1,0,1
R AND R LLC,2,2,1,0,0,0,0,1,1,1
RAINBOW CINEMAS LLC,2,1,1,0,0,0,0,1,0,1
RCA LLC,2,2,2,0,1,2,2,2,2,0
RELIANCE WORLDWIDE CORPORATION,2,1,0,0,0,0,0,0,0,0
ROE ROBERTSON CONSTRUCTION INC,2,2,2,2,2,1,0,0,0,2
S J AND L GENERAL CONTRACTOR LLC,2,0,0,0,0,0,0,0,0,0
SAWGRAS BUILDERS INC,2,2,2,2,1,1,2,1,1,1
SAWYER TRAIL LLC,2,1,1,1,1,0,1,0,1,0
SOUTH ALABAMA REGIONAL AIRPORT AUTHORITY,2,1,0,0,0,0,0,0,0,0
SOUTHLAND SHORES LLC,2,0,0,0,0,0,0,0,0,0
ST CLAIR COUNTY AIRPORT AUTHORITY,2,1,1,0,0,0,0,1,0,1
STONEGATE ESTATES HOMEOWNERS ASSOCIATION,2,2,2,0,0,0,1,2,1,1
TDR CONSTRUCTION COMPANY INC,2,2,2,0,0,0,0,2,0,2
TERRA EQUITIES LLC,2,2,1,0,0,0,0,1,0,1
TWILLEY BUILDERS INC,2,1,1,0,1,0,0,1,0,1
US ARMY GARRISON REDSTONE,2,0,0,0,0,0,0,0,0,0
WADE EXCAVATING AND CONTRACTING INC,2,1,1,1,1,0,0,1,1,0
WINFIELD CITY BOARD OF EDUCATION,2,1,1,0,0,0,0,1,0,1
YOUNGS PLANT FARM INC,2,1,1,0,0,0,0,1,0,1
A G PELTZ GROUP LLC,2,1,1,1,0,1,0,1,0,1
ACTIVE ADULT PROPERTIES,2,2,2,0,0,0,0,2,1,1
ADAMS CONSTRUCTION AND ASSOCIATES INC,2,2,1,0,0,0,1,0,1,0
AMEC FOSTER WHEELER,2,0,0,0,0,0,0,0,0,0
B C DANIELS INC,2,2,1,0,0,0,0,1,1,1
BAYOU LA BATRE UTILITIES BOARD,2,2,1,0,0,0,0,1,2,0
BIRMINGHAM ZOO INC,2,0,0,0,0,0,0,0,0,0
BRAD COLE CONSTRUCTION COMPANY INC,2,0,0,0,0,0,0,0,0,0
BRANDON DAVIS,2,2,1,0,0,0,0,1,1,1
BYROM BUILDING CORPORATION,2,2,2,1,1,0,1,2,0,2
CANEBRAKE CLUB LLC,2,2,0,0,0,0,0,0,1,0
CECIL PARMER,2,2,1,1,1,0,0,1,1,0
CHAPMAN H LLC,2,2,1,1,1,0,1,0,1,0
CIVILWORX CONSTRUCTION COMPANY,2,1,0,0,0,0,0,0,0,0
CONSTELLIUM MUSCLE SHOALS LLC,2,0,0,0,0,0,0,0,0,0
COUMANIS ALLEN LLC,2,2,1,0,0,0,0,1,0,1
CYPRESS EQUITIES,2,2,2,1,2,1,0,2,0,2
DIXON HOMES AND INTERIORS LLC,2,2,2,1,0,1,0,1,1,1
FAITH ACADEMY,2,1,0,0,0,0,0,0,0,0
FOLEY GROVE LLC,2,2,2,1,1,0,1,2,0,2
FORTIS COMPANY LLC THE,2,1,0,0,0,0,0,0,1,0
HAM LAND LLC,2,2,1,0,1,0,0,1,1,0
HAMILTON CITY OF,2,1,1,0,0,0,0,1,1,0
HIGHPOINTE PROPERTIES LLC,2,2,2,1,1,0,2,0,1,1
HILLTOP MONTESSORI SCHOOL,2,2,2,0,0,0,0,2,0,2
INSITUFORM TECHNOLOGIES LLC,2,0,0,0,0,0,0,0,0,0
J D REAL PROPERTIES LLC,2,2,1,1,0,1,1,1,2,0
JM WILLIAMS CONTRACTORS,2,2,1,1,1,1,1,0,2,0
JUNE SMITH,2,2,1,0,0,0,0,1,0,1
KEVIN PRICE CONSTRUCTION,2,2,1,0,0,0,0,1,2,0
KILPATRICK BALLFIELD,2,1,1,0,0,0,0,1,0,1
KOAM LLC,2,2,2,1,0,0,1,1,1,1
LANNING ALABAMA PROPERTY MANAGEMENT LLC,2,1,1,0,0,0,0,1,0,1
LOWE FAMILY II LLC,2,2,2,0,0,0,0,2,0,2
MADIX INC,2,1,0,0,0,0,0,0,0,0
MAXWELL DEVELOPERS LLC,2,2,1,0,0,1,1,1,1,0
METAL MANUFACTURING SOLUTIONS,2,2,1,0,0,0,0,1,0,1
MHC HIDDEN COVE OUTDOOR LLC,2,2,1,0,0,0,0,1,1,1
MOBILE ASPHALT COMPANY LLC,2,1,0,0,0,0,0,0,0,0
NATIONAL PEANUT FESTIVAL,2,2,2,0,0,0,1,2,1,1
NEW GENERATION BUILDING AND DESIGN,2,1,1,0,0,0,1,1,0,1
NORTH ALABAMA GAS DISTRICT,2,2,1,0,0,0,0,1,1,1
NOVAN CONSTRUCTION INC,2,2,1,0,0,1,1,1,1,0
P AND T PROPERTIES LLC,2,2,0,0,0,0,0,0,1,0
PREMIER KINGS INC,2,2,2,0,0,0,0,2,0,2
RETIREMENT SYSTEM OF ALABAMA,2,1,1,0,0,0,0,1,1,0
RSG CAPITAL LLC,2,0,0,0,0,0,0,0,0,0
RYAN COMPANIES US INC,2,1,1,0,0,0,0,1,0,1
S A GRAHAM CO INC,2,2,0,0,0,0,0,0,2,0
SERRA PROPERTIES LLC,2,1,1,0,0,0,0,1,0,1
SH RIVERWALK LLC,2,2,2,1,1,0,1,2,0,2
SIMPLOT GROWER SOLUTIONS,2,1,1,1,0,0,0,1,1,0
SOUTHERN EARTH SCIENCES INC,2,0,0,0,0,0,0,0,0,0
SPORTS FIELD INC,2,2,1,1,0,0,1,0,1,0
SPRING HILL COLLEGE,2,1,1,0,0,0,0,1,0,1
TDG OPERATIONS LLC,2,0,0,0,0,0,0,0,0,0
THOMAS STUTTS,2,1,1,1,0,0,0,1,0,1
TODD FREEMAN,2,2,0,0,0,0,0,0,2,0
TOWNES DEVELOPMENT GROUP LLC,2,0,0,0,0,0,0,0,0,0
TROPHY MOTORSPORTS LLC,2,0,0,0,0,0,0,0,0,0
TTL INC,2,0,0,0,0,0,0,0,0,0
TURNER CONSTRUCTION,2,0,0,0,0,0,0,0,0,0
TWO MOUNTAINS LLC,2,1,1,1,0,0,1,0,1,0
VECTORPLY CORPORATION,2,2,1,0,0,1,0,0,1,1
VENTURE CONSTUCTION COMPANY,2,2,1,0,0,0,0,1,0,1
VICTORY CHRISTIAN CENTER INC,2,2,2,0,0,0,0,2,1,1
VULCAN CONSTRUCTION MATERIALS LLC SOUTHERN AND GULF COAST DIVISION,2,0,0,0,0,0,0,0,0,0
WASTE RECYCLING INC,2,1,1,0,1,1,1,1,1,0
WEYERHAEUSER NR COMPANY,2,0,0,0,0,0,0,0,0,0
ALABAMA DESIGN AND CONSTRUCTION INC,2,1,1,0,0,0,0,1,0,1
ALABAMA DEVELOPMENT LLC,2,2,1,0,0,0,0,1,0,1
AMERICAN MIDSTREAM CHATOM LLC,2,2,0,0,0,0,0,0,1,0
BAMA CONCRETE PRODUCTS COMPANY INC,2,1,1,0,0,0,0,1,0,1
BAMA CUSTARD 2 RE LLC,2,1,1,1,1,1,0,1,1,0
BAPTIST MEDICAL CENTER INC,2,1,0,0,0,0,0,0,0,0
BESTLINE BUILDERS INC,2,1,1,0,1,0,0,1,1,0
BFGOODRICH TIRE MANUFACTURING,2,0,0,0,0,0,0,0,0,0
BOEING COMPANY THE,2,0,0,0,0,0,0,0,0,0
BOND CONSTRUCTION,2,1,1,1,1,0,0,1,0,1
BOYETT CONSTRUCTION COMPANY INC,2,2,2,0,0,0,0,2,0,2
CAR TECH LLC,2,1,1,1,0,0,1,1,1,0
CLAYTON PROPERTIES GROUP INC AND HARRIS DOYLE HOMES LLC,2,1,1,0,1,0,1,0,1,0
COASTAL CHURCH INC,2,2,1,0,0,0,0,1,0,1
CREEL COMPANY INC THE,2,0,0,0,0,0,0,0,0,0
CYPRESS CREEK MANOR LLC,2,2,2,0,0,0,0,2,0,2
DESIGNSCAPE HOMES LLC,2,2,1,0,0,0,0,1,1,1
DISCOUNT TIRE COMPANY,2,2,1,0,0,0,0,1,1,1
EAST BAY MINI STORAGE LLC,2,2,1,0,0,0,0,1,0,1
FINANCIAL FACILITIES INC,2,2,1,1,1,0,0,0,2,0
G S MASTERS INC,2,1,1,1,1,0,1,1,1,0
GESTAMP ALABAMA LLC,2,1,0,0,0,0,0,0,0,0
GOLDEN BOY NUT CORPORATION,2,1,0,0,0,0,0,0,0,0
GUNTERSVILLE CITY OF WATER WORKS SEW BD,2,2,2,0,0,0,0,2,0,2
HARLESS AND COMPANY LLC,2,1,1,0,0,0,1,1,1,0
HEICHE US SURFACE TECHNOLOGIES AL LLC,2,1,0,0,0,0,0,0,1,0
HIGHLAND WAKE CONSTRUCTION LLC,2,2,2,0,1,0,0,1,0,2
HILL BROTHERS CONSTRUCTION,2,2,2,2,0,1,1,2,2,0
HOLIDAY BUILDERS,2,2,2,2,2,2,1,2,2,0
HUNTSVILLE MADISON LLC,2,2,1,0,0,0,0,1,0,1
HUTTON TROY MARKETPLACE LLC,2,1,0,0,0,0,0,0,1,0
J F MORGAN GENERAL CONTRACTOR INC,2,1,1,0,0,0,0,1,0,1
JA LETT CONSTRUCTION CO INC,2,0,0,0,0,0,0,0,0,0
JOHNSON KREIS,2,2,2,0,2,0,1,2,0,2
JOHNSONKREIS CONSTRUCTION,2,1,0,0,0,0,0,0,0,0
JONES CONTRACTING INC,2,0,0,0,0,0,0,0,0,0
KING AND ASSOCIATES GENERAL CONTRACTORS INC,2,2,1,0,0,0,0,1,1,1
LAD DRAGO INS AND FIN SYCS INC,2,2,2,0,0,0,0,2,0,2
LAGASSE CONSTRUCTION,2,2,1,0,0,0,0,1,1,1
M J BROOKS AND SON CONSTRUCTION INC,2,2,1,1,1,1,1,0,0,1
MADISON ACADEMY,2,2,0,0,0,0,0,0,1,0
MARK JOHNSON CONSTRUCTION LLC,2,2,0,0,0,0,0,0,0,0
MARTY GRIGGS,2,1,0,0,0,0,0,0,1,0
MICHAEL ALLEN HOMES INC,2,1,0,0,0,0,0,0,0,0
MINERVA ENTERPRISES LLC,2,2,2,1,0,1,1,1,0,2
MUNGO HOMES,2,1,1,0,0,0,1,1,1,0
NEAREN CONSTRUCTION COMPANY INC,2,2,0,0,0,0,0,0,0,0
NEWGROUND INTERNATIONAL INC,2,2,1,0,0,0,0,1,1,1
NEWTON TOWN OF WATER WORKS AND SEWER BOARD,2,0,0,0,0,0,0,0,0,0
NORTHEAST MORGAN CO WATER AUTHORITY,2,1,1,0,0,0,0,1,1,0
PANDA RESTAURANT GROUP,2,1,1,0,0,0,0,1,0,1
PENINSULA AT LONGLEAF LLC THE,2,2,1,1,0,0,1,0,2,0
PENSKE TRUCK LEASING CO LP,2,1,0,0,0,0,0,0,0,0
PETROLEUM FUEL AND TERMINAL CO,2,0,0,0,0,0,0,0,0,0
PILOT THOMAS LOGISTICS LLC,2,1,1,0,0,0,0,1,0,1
PURSELL FARMS,2,2,2,0,0,0,0,2,0,2
PYLON BUILDING GROUP LLC,2,1,1,0,0,0,0,1,0,1
ROTHEL MOODY CONTRACTING INC,2,1,0,0,0,0,0,0,0,0
SAFE FUTURE INVESTMENTS LLC,2,1,1,0,1,0,1,1,0,1
SAM CONSTRUCTION,2,2,2,1,0,1,1,2,2,0
SAM GERGES,2,2,2,1,0,1,1,2,0,2
SOUTH ALABAMA CONTRACTING LLC,2,1,0,0,0,0,0,0,0,0
SOUTHEAST ALABAMA GAS DISTRICT,2,1,0,0,0,0,0,0,1,0
SOUTHSIDE CITY OF,2,2,2,0,1,0,2,1,1,1
SPRING VALLEY WATER DEPARTMENT,2,2,2,0,0,0,0,2,0,2
STEEL DUST RECYCLING LLC,2,0,0,0,0,0,0,0,0,0
STERLING LAKES 1 HOLDING LLC,2,1,1,1,0,0,1,1,1,0
STONEBRIDGE HOMES,2,2,0,0,0,0,0,0,2,0
SUMMERFIELD APARTMENTS LLC,2,2,0,0,0,0,0,0,1,0
TRACTOR AND EQUIPMENT COMPANY,2,0,0,0,0,0,0,0,0,0
UNITED INSULATED STRUCTURES CORP,2,2,1,0,0,0,0,1,1,1
VESTAVIA COUNTRY CLUB,2,1,1,0,1,0,1,1,1,0
VINCENT REVIVAL CENTER,2,2,2,1,0,0,2,2,1,1
WESTERVELT LUMBER MOUNDVILLE LLC,2,0,0,0,0,0,0,0,0,0
WK UPCHURCH CONSTRUCTION CO INC,2,2,0,0,0,0,0,0,0,0
ABEL GENERAL CONTRACTOR,2,2,2,0,0,0,0,2,0,2
AIR SNOW STORAGE LLC,2,2,1,1,0,1,1,0,1,0
AMSDELL STORAGE VENTURES 55 LLC,2,1,0,0,0,0,0,0,1,0
APTAR CSP TECHNOLOGIES,2,1,0,0,0,0,0,0,1,0
BARNARD PROPERTIES LLC,2,2,2,1,1,0,0,1,0,2
BATTEN BUILDERS LLC,2,2,0,0,0,0,0,0,0,0
BESSEMER CITY OF,2,1,1,1,0,0,1,1,0,1
BRADY CONSTRUCTION,2,2,2,2,2,1,2,1,2,0
BRIAN KENDRICK,2,2,2,1,0,0,0,2,1,1
BUC EES LTD,2,2,1,0,0,0,0,1,0,1
BUILDERS FIRSTSOURCE SOUTHEAST GROUP LLC,2,1,0,0,0,0,0,0,0,0
C AND B PIPING LLC,2,0,0,0,0,0,0,0,0,0
C AND C DEVELOPMENT GROUP LLC,2,2,0,0,0,0,0,0,1,0
CALVIN J HILL,2,1,1,0,0,0,0,1,1,0
CHICK FIL A,2,0,0,0,0,0,0,0,0,0
CLH PROPERTIES LLC,2,2,1,1,0,0,0,1,1,0
COLONNADE COMMUNITIES LLC,2,2,1,1,0,0,0,1,1,0
COOL BOX LLC,2,2,1,0,1,0,1,1,0,1
COPT,2,0,0,0,0,0,0,0,0,0
DISON GROUP LLC,2,0,0,0,0,0,0,0,0,0
DOMINION CONSTRUCTION COMPANY INC,2,0,0,0,0,0,0,0,0,0
EAST CONSTRUCTION,2,1,1,0,0,0,0,1,0,1
EMPIRE CONSTRUCTION LLC,2,2,2,2,0,1,1,1,0,2
FAULKNER CONSTRUCTION LLC,2,1,0,0,0,0,0,0,1,0
FRANKLIN FIELD AIRPORT AUTHORITY,2,2,1,0,0,0,0,1,0,1
GATEWAY PROPERTIES OF DOTHAN LP,2,0,0,0,0,0,0,0,0,0
GERHARDI INC,2,2,2,0,0,0,0,2,0,2
GLOBAL CONSTRUCTION AND ENGINEERING INC,2,1,0,0,0,0,0,0,0,0
GREENBELT PROPERTIES INC,2,1,0,0,0,0,0,0,0,0
GULF ALABAMA PROPERTIES LLC,2,1,0,0,0,0,0,0,0,0
J T HARRISON CONSTRUCTION COMPANY,2,1,0,0,0,0,0,0,0,0
KINPAK INC,2,2,1,1,0,1,1,1,1,0
KLAPAL CONTRACTING INC,2,1,1,1,0,0,1,0,1,0
KOCH FARMS OF GADSDEN LLC,2,0,0,0,0,0,0,0,0,0
LEGACY HOMES LLC,2,1,0,0,0,0,0,0,0,0
LEWIS CONSTRUCTION LLC,2,2,0,0,0,0,0,0,1,0
LOTTE CHEMICAL ALABAMA,2,0,0,0,0,0,0,0,0,0
M H MCLAUGHLIN LLC,2,2,1,1,0,0,0,1,0,1
MADISON CO EXECUTIVE AIRPORT AUTHORITY,2,1,0,0,0,0,0,0,1,0
MADISON FAIR HOTEL II LLC,2,2,2,0,0,0,0,2,0,2
MCLANE COMPANY INC,2,1,0,0,0,0,0,0,0,0
MILL CREEK DEVELOPERS LLC,2,1,0,0,0,0,0,0,0,0
MOSLEY BUILDING SYSTEMS INC,2,1,1,0,0,0,0,1,0,1
MOTION INDUSTRIES INC,2,0,0,0,0,0,0,0,0,0
MW ROGERS CONSTRUCTION COMPANY LLC,2,2,1,0,0,0,0,1,0,1
NORTH WIND CONSTRUCTION SERVICES,2,1,0,0,0,0,0,0,0,0
OLD DOMINION FREIGHT LINE INC,2,2,0,0,0,0,0,0,1,0
PATHWAY CHURCH,2,2,0,0,0,0,0,0,0,0
PELHAM PROFESSIONAL PARK,2,2,2,2,1,0,2,2,1,1
PREMIER KINGS,2,2,2,0,0,0,0,2,0,2
PRESTON ENGINEERING AND CONSTRUCTION,2,2,1,0,0,0,0,1,1,1
SAND MOUNTAIN ELECTRIC COOPERATIVE,2,1,1,0,0,0,0,1,0,1
SARALAND CITY OF BOARD OF EDUCATION,2,0,0,0,0,0,0,0,0,0
SCHMITZ PROPERTIES LLC,2,2,0,0,0,0,0,0,0,0
SEAWELL LLC,2,0,0,0,0,0,0,0,1,0
SECTION TOWN OF WATER BOARD,2,1,1,0,0,0,0,1,0,1
SHAW INDUSTRIES GROUP INC,2,1,0,0,0,0,0,0,0,0
SJ AND L GENERAL CONTRACTORS,2,1,1,0,0,0,0,1,0,1
ST MICHAELS ORTHODOX CHURCH,2,2,2,0,0,0,0,2,2,0
T AND T GREEN CONSTRUCTION,2,2,2,0,1,0,1,2,0,2
TAG HOMES,2,2,2,0,0,0,0,2,0,2
TARKETT ALABAMA INC,2,1,1,0,0,0,0,1,0,1
TDG GRAYSON VALLEY LLC,2,2,2,0,0,0,0,2,0,2
TERRACON CONSULTANTS INC,2,0,0,0,0,0,0,0,0,0
TERRY WARREN,2,2,1,0,0,0,0,1,1,1
THORNTON BUILDERS LLC,2,2,1,0,0,0,0,1,1,0
THREADED FASTENERS INC,2,2,0,0,0,0,0,0,1,0
TOLM GROUP INC,2,0,0,0,0,0,0,0,0,0
TRUSSVILLE UTILITIES BOARD,2,1,1,0,0,0,0,1,0,1
TURNBERRY DEVELOPMENT 2016 LLC,2,2,2,2,1,2,2,1,2,0
VILLAGE AT HIXON POND II LTD,2,1,1,0,1,0,0,1,1,0
WAL MART STORE EAST LP,2,1,1,0,0,0,0,1,0,1
WARRIOR MET COAL MINING LLC,2,0,0,0,0,0,0,0,0,0
WATERMARK RESIDENTIAL,2,2,1,0,0,0,0,1,0,1
WESCORP LLC,2,1,1,0,0,0,0,1,0,1
WICLA TERRA EQUITIES,2,1,1,0,0,0,0,1,0,1
WILLIAMS TRANSCONTINENTAL GAS PIPE LINE CO LLC,2,0,0,0,0,0,0,0,0,0
WILLISSON PROPERTIES LLC,2,2,2,0,0,0,0,2,0,2
WOOD PROPERTIES LLC,2,2,1,1,0,0,0,1,1,0
ACE AERONAUTICS LLC,2,0,0,0,0,0,0,0,0,0
AHOY RV RESORT LLC,2,1,1,0,0,0,1,0,0,1
ALLIED MINERAL PRODUCTS,2,1,1,0,0,0,0,1,0,1
ALPINE DEVELOPMENT LLC,2,1,1,0,0,0,0,1,1,0
ARMSTRONG AND ASSOCIATES GC,2,2,2,0,0,0,0,2,0,2
AUBURN EQUITIES LLC,2,2,0,0,0,0,0,0,1,0
AUTAUGAVILLE TOWN OF,2,0,0,0,0,0,0,0,0,0
BAE SYSTEMS INC PLATFORMS AND SERVICES,2,1,1,0,0,0,1,1,1,0
BAKER LAND DEVELOPMENT,2,2,2,0,0,0,0,2,0,2
BANKSTON MOTOR HOMES INC,2,2,2,0,0,0,0,2,0,2
BC STONE CONTRACTING LLC,2,1,1,1,1,1,1,0,1,0
BILL SMITH BUICK GMC,2,1,1,0,0,0,0,1,0,1
BINGER PROPERTIES LLC,2,2,0,0,0,0,0,0,0,0
BOYD TUCKER COMPANY HELENA LLC,2,2,2,0,1,1,2,2,1,1
BROOKHAVEN DEVELOPMENT PARTNERS LLC,2,1,1,0,1,0,1,1,1,0
CENTURY CONSTRUCTION GROUP INC,2,1,1,1,0,0,0,1,0,1
CITRONELLE TOWN OF UTILITIES BOARD,2,0,0,0,0,0,0,0,0,0
CONSTRUCTION ONE INC,2,1,0,0,0,0,0,0,1,0
